,Fold,Algorithm,Label,Model,MAE
0,0,5,Precision,random_forest,7.578717437600318
1,1,5,Precision,random_forest,5.681045979288544
2,2,5,Precision,random_forest,7.846638061821051
3,3,5,Precision,random_forest,8.796359639334357
4,4,5,Precision,random_forest,4.523430897879876
5,5,5,Precision,random_forest,3.436487247419301
6,6,5,Precision,random_forest,4.935784162323788
7,7,5,Precision,random_forest,8.064575662633404
8,8,5,Precision,random_forest,5.337565134478912
9,9,5,Precision,random_forest,7.324080977575432
10,10,5,Precision,random_forest,6.732155253262367
11,11,5,Precision,random_forest,18.151831260592356
12,12,5,Precision,random_forest,8.702084028188427
13,13,5,Precision,random_forest,8.464852620334362
14,14,5,Precision,random_forest,11.801116028091627
15,15,5,Precision,random_forest,10.607987020459625
16,16,5,Precision,random_forest,15.458118907042808
17,17,5,Precision,random_forest,8.142663090329007
18,18,5,Precision,random_forest,6.229977493346951
19,19,5,Precision,random_forest,41.775320264784064
20,20,5,Precision,random_forest,6.324811096275646
21,21,5,Precision,random_forest,8.625442815280788
22,22,5,Precision,random_forest,11.67941364222366
23,23,5,Precision,random_forest,3.77560649922606
24,24,5,Precision,random_forest,15.575762735843867
25,25,5,Precision,random_forest,7.582109124268052
26,26,5,Precision,random_forest,6.045090984600145
27,27,5,Precision,random_forest,4.700506365249248
28,28,5,Precision,random_forest,11.891992187204044
29,29,5,Precision,random_forest,1.6117528883470076
30,30,5,Precision,random_forest,10.952843574641383
31,31,5,Precision,random_forest,7.880203368690618
32,32,5,Precision,random_forest,3.343734336466247
33,33,5,Precision,random_forest,8.375801966593592
34,34,5,Precision,random_forest,6.454733580563116
35,35,5,Precision,random_forest,10.785567120663364
36,36,5,Precision,random_forest,8.574000506955995
37,37,5,Precision,random_forest,5.766099583212026
38,38,5,Precision,random_forest,4.080551549803437
39,39,5,Precision,random_forest,15.627682945779666
40,40,5,Precision,random_forest,2.4189744675174922
41,41,5,Precision,random_forest,7.430015164019548
42,42,5,Precision,random_forest,27.5163287250288
43,43,5,Precision,random_forest,9.319142295804612
44,44,5,Precision,random_forest,3.720676393544206
45,45,5,Precision,random_forest,5.411614532506133
46,46,5,Precision,random_forest,4.790136483662523
47,47,5,Precision,random_forest,3.212297368181479
48,48,5,Precision,random_forest,3.456210486708964
49,49,5,Precision,random_forest,3.7754958999660793
