,Fold,Algorithm,Label,Model,MAE
0,0,4,Precision,random_forest,5.789740702979206
1,1,4,Precision,random_forest,1.3688750245396133
2,2,4,Precision,random_forest,5.18711897782379
3,3,4,Precision,random_forest,6.012055410433767
4,4,4,Precision,random_forest,5.051061282287458
5,5,4,Precision,random_forest,2.877358415443982
6,6,4,Precision,random_forest,2.4632774177113492
7,7,4,Precision,random_forest,14.470780982400926
8,8,4,Precision,random_forest,2.0986335101914966
9,9,4,Precision,random_forest,11.536158458734846
10,10,4,Precision,random_forest,6.420762588160045
11,11,4,Precision,random_forest,17.387548577332183
12,12,4,Precision,random_forest,3.6453942981440606
13,13,4,Precision,random_forest,6.118780775484811
14,14,4,Precision,random_forest,6.062406321814066
15,15,4,Precision,random_forest,5.69805835454829
16,16,4,Precision,random_forest,15.003631021455424
17,17,4,Precision,random_forest,7.277538943420612
18,18,4,Precision,random_forest,2.2109783042043247
19,19,4,Precision,random_forest,39.625542167142406
20,20,4,Precision,random_forest,3.682350404869316
21,21,4,Precision,random_forest,10.972357776097027
22,22,4,Precision,random_forest,3.8050208405395036
23,23,4,Precision,random_forest,5.0821241937560035
24,24,4,Precision,random_forest,18.293942438137666
25,25,4,Precision,random_forest,10.287917879086557
26,26,4,Precision,random_forest,3.15779261466912
27,27,4,Precision,random_forest,8.371688220315214
28,28,4,Precision,random_forest,6.241738823831294
29,29,4,Precision,random_forest,2.6563121061382
30,30,4,Precision,random_forest,4.17561306598058
31,31,4,Precision,random_forest,6.135792355963517
32,32,4,Precision,random_forest,0.7886096515132466
33,33,4,Precision,random_forest,2.0543266696198095
34,34,4,Precision,random_forest,2.690289004067902
35,35,4,Precision,random_forest,6.998830093642346
36,36,4,Precision,random_forest,6.442348994905573
37,37,4,Precision,random_forest,6.218947622797464
38,38,4,Precision,random_forest,2.677181766765979
39,39,4,Precision,random_forest,5.538394835232034
40,40,4,Precision,random_forest,5.667844519938565
41,41,4,Precision,random_forest,6.313930787889269
42,42,4,Precision,random_forest,27.350015165140913
43,43,4,Precision,random_forest,6.076485692548286
44,44,4,Precision,random_forest,10.493349972270115
45,45,4,Precision,random_forest,3.631045595039396
46,46,4,Precision,random_forest,4.204914945528945
47,47,4,Precision,random_forest,2.789908198978532
48,48,4,Precision,random_forest,2.630881861539689
49,49,4,Precision,random_forest,3.883853017857399
