	0	1
0	1126.7	7.621885792236397e-09
1	1121.0	7.516922754803936e-09
2	1182.8	7.598478120552568e-09
3	1160.1	7.350727531381608e-09
4	1145.1	8.138101288345999e-09
5	1140.9	7.291297554904488e-09
6	1116.3	6.992279515085545e-09
7	1071.4	7.4216261356824525e-09
8	1146.8	7.528662871598472e-09
9	1130.6	7.796027137753348e-09
10	1104.9	8.807793633423699e-09
11	1155.6	8.029864693329632e-09
12	1153.6	8.521472453399375e-09
13	1114.0	6.6890123232857374e-09
14	1102.4	7.561596605669174e-09
15	1175.4	7.182560248002602e-09
16	1104.6	7.558098982378461e-09
17	1146.6	6.461485550408324e-09
18	1161.5	7.622315666035683e-09
19	1143.4	8.244201687928901e-09
20	1145.0	7.745634598319915e-09
21	1119.4	7.391140873177148e-09
22	1149.9	8.468055013141805e-09
23	1117.5	7.985847160351404e-09
24	1124.1	7.613918202999431e-09
25	1092.1	7.0719262975975516e-09
26	1138.3	7.954253416980798e-09
27	1109.4	7.454077375924194e-09
28	1163.4	7.61329926125079e-09
29	1061.5	7.628696633697928e-09
30	1051.0	7.519535043709376e-09
31	1157.4	7.340490288062922e-09
32	1177.1	7.410425932948875e-09
33	1125.2	7.971284464589816e-09
34	1090.5	6.779093857682952e-09
35	1111.8	7.539237959956832e-09
36	1141.3	7.11154386617016e-09
37	1131.7	7.52981435408337e-09
38	1141.3	6.801620004138765e-09
39	1121.4	8.36640331488303e-09
40	1128.2	6.057293520972472e-09
41	1179.2	7.618034498414091e-09
42	1137.1	7.506527824039782e-09
43	1159.9	8.16023075511022e-09
44	1146.2	7.56942185532068e-09
45	1147.4	7.058781341863449e-09
46	1151.4	7.282938645807686e-09
47	1118.2	8.395663221860378e-09
48	1080.0	7.789441166499876e-09
49	1160.8	8.208792187969769e-09
50	2060.6	8.572858114351365e-09
51	2002.1	8.25235209366715e-09
52	1954.1	9.0360698613369e-09
53	2122.2	8.245173363854835e-09
54	2022.1	8.377764877636168e-09
55	1955.4	7.039390394365475e-09
56	2078.3	6.865983413863997e-09
57	2125.2	7.172636129490948e-09
58	2092.1	7.808976224875582e-09
59	2072.4	7.840275182780237e-09
60	2029.0	7.131011766868149e-09
61	2058.4	6.622312666883993e-09
62	2076.5	7.9614284081769e-09
63	2093.7	8.849751373734307e-09
64	2048.9	7.060147952403892e-09
65	2039.4	7.2191121264294555e-09
66	2110.0	7.711824592752816e-09
67	1982.2	7.709895119352348e-09
68	2040.4	7.281287877681358e-09
69	2061.5	7.573486452062944e-09
70	1974.0	7.785271381646772e-09
71	2069.2	7.30219616172045e-09
72	2015.0	8.474619017159092e-09
73	1942.5	7.059962862463963e-09
74	2100.3	6.786032241116811e-09
75	2157.0	7.45459733655746e-09
76	2096.0	7.349833901816073e-09
77	2021.4	7.501927031055576e-09
78	2037.3	7.553196838696574e-09
79	2082.4	7.240502204429248e-09
80	2050.9	7.25843053742856e-09
81	1989.3	6.490806607113449e-09
82	1967.7	6.885062287085764e-09
83	2044.1	8.210722800888512e-09
84	2098.4	7.8681742506687e-09
85	2042.8	7.709776062001972e-09
86	2100.9	8.411772972683578e-09
87	2073.1	7.246770643827473e-09
88	1917.8	9.244206150534179e-09
89	2118.6	8.55149048770329e-09
90	1917.5	8.045730427710803e-09
91	1997.3	6.873183848556927e-09
92	2064.1	7.193506402966346e-09
93	2054.5	7.302993274992693e-09
94	2065.9	7.723895018267592e-09
95	2061.9	8.108085015309582e-09
96	2021.9	7.945215616816374e-09
97	1973.8	8.153428192945767e-09
98	2025.7	7.168273183220845e-09
99	1987.0	7.1370078014153595e-09
100	50000.0	6.964707354270142
101	50000.0	11.764124619263859
102	50000.0	8.158653175875411
103	50000.0	5.969748292633055
104	50000.0	9.352594436066127
105	50000.0	10.745525488004109
106	50000.0	6.666218625034617
107	50000.0	6.686517609621748
108	50000.0	7.760663475734203
109	50000.0	9.153605670172452
110	50000.0	8.357643471404534
111	50000.0	8.855117953044457
112	50000.0	7.561678245401358
113	50000.0	5.8636927132567305
114	50000.0	7.911726952274736
115	50000.0	10.447046389923354
116	50000.0	10.845027489307274
117	50000.0	6.168739096487892
118	50000.0	6.268233990089703
119	50000.0	7.860165962529395
120	50000.0	5.770754965324899
121	50000.0	5.870249863470353
122	50000.0	9.949573424172794
123	50000.0	12.038970769169369
124	50000.0	3.979834213245612
125	50000.0	4.759244048147343
126	50000.0	7.561678245401325
127	50000.0	6.06924672179573
128	50000.0	9.750579593082687
129	50000.0	5.648319933476507
130	45146.5	4.974790747879648
131	50000.0	8.855095104385278
132	50000.0	8.656131696858216
133	50000.0	13.092202383323402
134	50000.0	4.875296357065698
135	50000.0	8.49965969065981
136	45924.1	6.36773040479325
137	50000.0	7.959663384128167
138	50000.0	4.079325575830089
139	50000.0	11.008817836701612
140	50000.0	7.56167470984038
141	50000.0	8.95461131701072
142	50000.0	10.44703012235002
143	50000.0	6.069243190778591
144	50000.0	7.463275262581048
145	50000.0	4.278320922809704
146	50000.0	6.467227317397864
147	50000.0	5.273277456449652
148	50000.0	4.676302022193667
149	50000.0	12.03897936992674
150	50000.0	10.049069329882116
151	50000.0	9.999829619592068
152	50000.0	7.462185366927292
153	50000.0	9.452094903189975
154	50000.0	13.730394589685801
155	50000.0	10.049063252578105
156	50000.0	9.352582226125579
157	50000.0	10.291102646634915
158	50000.0	9.253106627332379
159	50000.0	15.857606512017503
160	50000.0	12.617419761535816
161	50000.0	13.218765738537877
162	50000.0	16.516262248794177
163	50000.0	11.573938971664656
164	50000.0	11.173147512025821
165	50000.0	11.640995225017893
