	0	1
0	3852.0	6.7347129021542594e-09
1	3331.2	6.8881849836510685e-09
2	4508.4	5.820422153205886e-09
3	3993.6	6.4896014545895554e-09
4	3819.6	6.310382437693692e-09
5	3885.6	5.62460945300385e-09
6	3646.8	7.433341565023354e-09
7	3229.2	6.3624879724244745e-09
8	3564.0	7.010940032866402e-09
9	3429.6	6.367582794260626e-09
10	3493.2	6.0955142884041184e-09
11	4060.8	7.601646044790305e-09
12	3864.0	5.433209725977302e-09
13	3974.4	6.324880265075401e-09
14	3560.4	5.707129745833684e-09
15	4237.2	6.832089645295724e-09
16	3638.4	5.726651303333098e-09
17	3727.2	6.976304251402107e-09
18	4120.8	7.226127917558998e-09
19	3632.4	6.245564305385368e-09
20	3829.2	6.550943287328483e-09
21	4083.6	7.577363026176632e-09
22	4096.8	6.927693920847262e-09
23	3784.8	6.830980095100877e-09
24	3476.4	5.963997035144688e-09
25	3518.4	6.320461069460396e-09
26	4132.8	7.397842836986577e-09
27	3792.0	6.6288900373095355e-09
28	3909.6	6.748007304118594e-09
29	3523.2	7.590794655715788e-09
30	3249.6	7.425901840515612e-09
31	3588.0	6.209013015248058e-09
32	3771.6	6.206306892237123e-09
33	3950.4	7.152126560656694e-09
34	3462.0	7.627844956944783e-09
35	3291.6	7.038894088976766e-09
36	3633.6	7.393855140832803e-09
37	4042.8	5.456000953776469e-09
38	3842.4	7.575272401034443e-09
39	3504.0	6.256170074222472e-09
40	4056.0	6.904222206320331e-09
41	3484.8	6.8957849262611e-09
42	3619.2	4.9104810101609445e-09
43	4122.0	7.002285158258213e-09
44	3558.0	7.03858398044312e-09
45	4128.0	6.944386305968442e-09
46	3986.4	5.9695208920870655e-09
47	3679.2	6.158423272402684e-09
48	3576.0	5.688640367796005e-09
49	4009.2	6.92707944061036e-09
50	7164.0	7.274625094856201e-09
51	6282.0	7.037675173517102e-09
52	6177.6	7.525686129431602e-09
53	7086.0	7.012864306833674e-09
54	7190.4	7.939932423891873e-09
55	6555.6	6.218425809799645e-09
56	7232.4	6.867228752404873e-09
57	6669.6	7.389601283141848e-09
58	6871.2	5.806012479419707e-09
59	6756.0	7.577068160638692e-09
60	7126.8	5.327973929472097e-09
61	7096.8	5.20461833336613e-09
62	6963.6	5.401866693231895e-09
63	6186.0	6.836661257415251e-09
64	6424.8	8.163165275175924e-09
65	7544.4	5.944369025599461e-09
66	6853.2	6.920059189534376e-09
67	6362.4	6.150909679555864e-09
68	6416.4	6.283829579201741e-09
69	6802.8	7.499152093004805e-09
70	6127.2	6.516783828936182e-09
71	7456.8	7.037469925720799e-09
72	6442.8	8.18905798670509e-09
73	5808.0	6.6835078975454515e-09
74	6285.6	7.643619896262636e-09
75	6885.6	6.7615873463929e-09
76	6668.4	8.612388884344051e-09
77	6608.4	7.669078807835934e-09
78	6260.4	5.386117448321222e-09
79	6736.8	7.3067307813126895e-09
80	6362.4	6.379014248034358e-09
81	6340.8	6.819235104897593e-09
82	7111.2	7.43312752203103e-09
83	6310.8	7.82763915009361e-09
84	6717.6	5.820759462122714e-09
85	7286.4	6.559497303330292e-09
86	6812.4	7.233483727832693e-09
87	6860.4	6.035511812620998e-09
88	6046.8	6.949487748883384e-09
89	6661.2	7.507624618028361e-09
90	5984.4	6.141280838560136e-09
91	6438.0	5.984624176603366e-09
92	6385.2	6.2197302908124095e-09
93	6429.6	7.133613755008841e-09
94	7005.6	6.792861003524935e-09
95	8750.4	6.617943527147203e-09
96	6591.6	7.014976489116784e-09
97	6529.2	7.66053596527485e-09
98	8599.2	7.028704834468692e-09
99	6434.4	6.5218235174020905e-09
100	50000.0	4.0793296151729495
101	50000.0	6.946801964939626
102	50000.0	3.88033881131811
103	50000.0	5.204343877679216
104	42319.6	3.5818505917603067
105	50000.0	5.537254348935301
106	50000.0	3.442322993128125
107	50000.0	3.283363377188787
108	45790.8	4.782375519666507
109	50000.0	7.043685277548649
110	50000.0	4.079330118954883
111	46464.0	6.731283622779074
112	45621.6	5.253624302076644
113	50000.0	5.273278468557266
114	50000.0	4.388421280032295
115	50000.0	5.27327137914565
116	45638.4	4.575797525554629
117	50000.0	5.273279476121088
118	50000.0	4.1788229974289255
119	50000.0	4.776559591911743
120	41382.4	3.382858276833266
121	50000.0	2.98487666749796
122	50000.0	3.2833618611725988
123	45865.2	5.273276953632609
124	45487.2	2.885380762221356
125	50000.0	3.6813469998994477
126	50000.0	5.074288168487479
127	50000.0	3.382859786955213
128	50000.0	6.896120424295255
129	36992.0	3.482354686845428
130	50000.0	4.975783787608728
131	50000.0	2.984876667497961
132	50000.0	3.482355188480791
133	50000.0	9.337511259607096
134	50000.0	5.609852828154618
135	45649.2	8.952847072446579
136	50000.0	4.9081183746102
137	50000.0	4.231056066317623
138	50000.0	3.979832193574089
139	50000.0	9.879078684815067
140	45654.0	3.4823556926368497
141	50000.0	4.875296357065676
142	45644.4	4.76514898621145
143	50000.0	2.785884352297421
144	50000.0	3.4823551884807897
145	50000.0	4.190212698347605
146	50000.0	4.733194314520208
147	45654.0	4.925881530701963
148	50000.0	3.2709744928096134
149	50000.0	4.477310714556918
150	50000.0	5.571765173577625
